"kemendagri_kode
_provinsi";"kemendagri_nama
_provinsi
";"kemendagri_kode_
kabupaten_kota
";"kemendagri_nama_
kabupaten_kota
";"kemendagri_kode_
kecamatan
";"kemendagri_nama_
kecamatan
";"kemendagri_kode_
desa
";"kemendagri_nama_
desa";tahun;jenis_kelamin;jumlah_buruh_pabrik;satuan
11;Aceh;1101;Kabupaten Aceh Selatan;110101;Bakongan;1101012001;Keude Bakongan;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110101;Bakongan;1101012002;Ujong Mangki;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110101;Bakongan;1101012003;Ujong Padang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110101;Bakongan;1101012004;Gampong Drien;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110101;Bakongan;1101012015;Darul Ikhsan;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110101;Bakongan;1101012016;Padang Beurahan;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110101;Bakongan;1101012017;Gampong Baro;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110102;Kluet Utara;1101022001;Fajar Harapan;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110102;Kluet Utara;1101022002;Krueng Batee;2024;Laki-laki;20;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110102;Kluet Utara;1101022003;Pasi Kuala Asahan;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110102;Kluet Utara;1101022004;Gunong Pulo;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110102;Kluet Utara;1101022005;Pulo Ie I;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110102;Kluet Utara;1101022006;Jambo Manyang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110102;Kluet Utara;1101022007;Simpang Empat;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110102;Kluet Utara;1101022008;Limau Purut;2024;Laki-laki;3;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110102;Kluet Utara;1101022009;Pulo Kambing;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110102;Kluet Utara;1101022010;Kampung Paya;2024;Laki-laki;6;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110102;Kluet Utara;1101022011;Krueng Batu;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110102;Kluet Utara;1101022012;Krueng Kluet;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110102;Kluet Utara;1101022013;Alur Mas;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110102;Kluet Utara;1101022014;Kampung Tinggi;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110102;Kluet Utara;1101022015;Ruak;2024;Laki-laki;5;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110102;Kluet Utara;1101022016;Simpang Lhee;2024;Laki-laki;4;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110102;Kluet Utara;1101022017;Suaq Geuringgeng;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110102;Kluet Utara;1101022018;Pasi Kuala Ba'U;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110102;Kluet Utara;1101022019;Kedai Padang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110102;Kluet Utara;1101022020;Kotafajar;2024;Laki-laki;55;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110102;Kluet Utara;1101022021;Gunung Pudung;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110103;Kluet Selatan;1101032001;Suaq Bakung;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110103;Kluet Selatan;1101032002;Rantau Binuang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110103;Kluet Selatan;1101032003;Barat Daya;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110103;Kluet Selatan;1101032004;Sialang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110103;Kluet Selatan;1101032005;Kapeh;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110103;Kluet Selatan;1101032006;Pulo Ie;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110103;Kluet Selatan;1101032007;Kedai Runding;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110103;Kluet Selatan;1101032008;Kedai Kandang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110103;Kluet Selatan;1101032009;Gampong Luar;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110103;Kluet Selatan;1101032010;Ujung;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110103;Kluet Selatan;1101032011;Jua;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110103;Kluet Selatan;1101032012;Pasi Meurapat;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110103;Kluet Selatan;1101032013;Ujung Pasir;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110103;Kluet Selatan;1101032014;Geulumbuk;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110103;Kluet Selatan;1101032015;Pasie Lembang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110103;Kluet Selatan;1101032016;Ujung Padang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110103;Kluet Selatan;1101032017;Indra Damai;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110104;Labuhanhaji;1101042001;Bakau Hulu;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110104;Labuhanhaji;1101042002;Padang Bakau;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110104;Labuhanhaji;1101042003;Manggis Harapan;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110104;Labuhanhaji;1101042004;Pasar Lama;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110104;Labuhanhaji;1101042005;Apha;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110104;Labuhanhaji;1101042006;Ujung Batu;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110104;Labuhanhaji;1101042007;Pawoh;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110104;Labuhanhaji;1101042008;Dalam;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110104;Labuhanhaji;1101042009;Kota Palak;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110104;Labuhanhaji;1101042010;Cacang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110104;Labuhanhaji;1101042011;Tengah Pisang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110104;Labuhanhaji;1101042012;Pisang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110104;Labuhanhaji;1101042013;Hulu Pisang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110104;Labuhanhaji;1101042014;Tengah Baru;2024;Laki-laki;2;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110104;Labuhanhaji;1101042015;Lembah Baru;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110104;Labuhanhaji;1101042016;Padang Baru;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110105;Meukek;1101052001;Kuta Buloh Ii;2024;Laki-laki;5;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110105;Meukek;1101052002;Kuta Buloh I;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110105;Meukek;1101052003;Ie Dingen;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110105;Meukek;1101052004;Drien Jalo;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110105;Meukek;1101052005;Jambo Papeun;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110105;Meukek;1101052006;Buket Meuh;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110105;Meukek;1101052007;Blang Kuala;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110105;Meukek;1101052008;Rot Teungoh;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110105;Meukek;1101052009;Alue Baro;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110105;Meukek;1101052010;Ladang Tuha;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110105;Meukek;1101052011;Lhok Mamplam;2024;Laki-laki;3;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110105;Meukek;1101052012;Arun Tunggai;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110105;Meukek;1101052013;Blang Teungoh;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110105;Meukek;1101052014;Blang Bladeh;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110105;Meukek;1101052015;Ie Buboh;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110105;Meukek;1101052016;Keude Meukek;2024;Laki-laki;1;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110105;Meukek;1101052017;Kuta Baro;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110105;Meukek;1101052018;Tanjung Harapan;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110105;Meukek;1101052019;Labuhan Tarok;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110105;Meukek;1101052020;Lhok Aman;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110105;Meukek;1101052021;Alue Meutuah;2024;Laki-laki;8;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110105;Meukek;1101052022;Ladang Baro;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110105;Meukek;1101052023;Labuhan Tarok Ii;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062001;Dalam;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062002;Subarang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062003;Kuta Baru;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062004;Gunung Ketek;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062005;Ladang Panton Luas;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062006;Madat;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062007;Alur Seumerah;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062008;Tengah;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062009;Gunung Cut;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062010;Alur Pinang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062011;Kuta Blang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062012;Batee Tunggai;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062013;Ujung Tanah;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062014;Ujung Kampung;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062015;Jilatang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062016;Luar;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062017;Lubuk Layu;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062018;Suaq Hulu;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062019;Tampang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062020;Payonan Gadang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062021;Gadang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062022;Baru;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062023;Ladang Kasik Putih;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062024;Air Sialang Hilir.;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062025;Air Sialang Hulu;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062026;Air Sialang Tengah;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062027;Balai;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110106;Samadua;1101062028;Arafah;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110107;Sawang;1101072001;Sikulat;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110107;Sawang;1101072002;Sawang I;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110107;Sawang;1101072003;Meuligo;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110107;Sawang;1101072004;Lhok Pawoh;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110107;Sawang;1101072005;Sawang Ii;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110107;Sawang;1101072006;Ujung Karang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110107;Sawang;1101072007;Trieng Meuduro Baroh;2024;Laki-laki;3;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110107;Sawang;1101072008;Trieng Meuduro Tunong;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110107;Sawang;1101072009;Panton Luas;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110107;Sawang;1101072010;Simpang Tiga;2024;Laki-laki;2;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110107;Sawang;1101072011;Kuta Baro;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110107;Sawang;1101072012;Blang Geulinggang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110107;Sawang;1101072013;Mutiara;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110107;Sawang;1101072014;Ujung Padang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110107;Sawang;1101072015;Sawang Ba'U;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110108;Tapaktuan;1101082001;Lhok Keutapang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110108;Tapaktuan;1101082002;Hilir;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110108;Tapaktuan;1101082003;Padang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110108;Tapaktuan;1101082004;Hulu;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110108;Tapaktuan;1101082005;Jambo Apha;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110108;Tapaktuan;1101082006;Tepi Air;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110108;Tapaktuan;1101082007;Pasar;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110108;Tapaktuan;1101082008;Lhok Bengkuang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110108;Tapaktuan;1101082009;Panton Luas;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110108;Tapaktuan;1101082010;Gunung Kerambil;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110108;Tapaktuan;1101082011;Air Berudang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110108;Tapaktuan;1101082012;Batu Itam;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110108;Tapaktuan;1101082013;Panjupian;2024;Laki-laki;1;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110108;Tapaktuan;1101082014;Lhok Rukam;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110108;Tapaktuan;1101082015;Air Pinang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110108;Tapaktuan;1101082016;Lhok Bengkuang Timur;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110109;Trumon;1101092001;Keude Trumon;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110109;Trumon;1101092002;Ujong Tanoh;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110109;Trumon;1101092003;Sigleng;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110109;Trumon;1101092004;Ie Meudama;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110109;Trumon;1101092005;Teupin Tinggi;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110109;Trumon;1101092006;Kuta Baro;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110109;Trumon;1101092007;Panton Bilie;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110109;Trumon;1101092012;Kuta Padang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110109;Trumon;1101092013;Raket;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110109;Trumon;1101092014;Gampong Teungoh;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110109;Trumon;1101092015;Seuneubok Jaya;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110109;Trumon;1101092016;Padang Harapan;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110110;Pasi Raja;1101102001;Ladang Teungoh;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110110;Pasi Raja;1101102002;Pucok Krueng;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110110;Pasi Raja;1101102003;Silolo;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110110;Pasi Raja;1101102004;Kampung Baru;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110110;Pasi Raja;1101102005;Panton Bili;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110110;Pasi Raja;1101102006;Paya Ateuk;2024;Laki-laki;20;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110110;Pasi Raja;1101102007;Ladang Tuha;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110110;Pasi Raja;1101102008;Mata Ie;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110110;Pasi Raja;1101102009;Ujong Batee;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110110;Pasi Raja;1101102010;Lhok Sialang Cut;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110110;Pasi Raja;1101102011;Seuneubok;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110110;Pasi Raja;1101102012;Ie Mirah;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110110;Pasi Raja;1101102013;Pasie Rasian;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110110;Pasi Raja;1101102014;Ujung Padang Rasian;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110110;Pasi Raja;1101102015;Krueng Kalee;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110110;Pasi Raja;1101102016;Lhok Sialang Rayeuk;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110110;Pasi Raja;1101102017;Gampong Baro;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110110;Pasi Raja;1101102018;Teupin Gajah;2024;Laki-laki;19;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110110;Pasi Raja;1101102019;Ujung Padang Asahan;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110110;Pasi Raja;1101102020;Pulo Ie Ii;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110110;Pasi Raja;1101102021;Pante Raja;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110111;Labuhan Haji Timur;1101112001;Tengah Peulumat;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110111;Labuhan Haji Timur;1101112002;Paya Peulumat;2024;Laki-laki;3;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110111;Labuhan Haji Timur;1101112003;Padang Peulumat;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110111;Labuhan Haji Timur;1101112004;Aur Peulumat;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110111;Labuhan Haji Timur;1101112005;Limau Saring;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110111;Labuhan Haji Timur;1101112006;Beutong;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110111;Labuhan Haji Timur;1101112007;Peuneulop;2024;Laki-laki;5;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110111;Labuhan Haji Timur;1101112008;Gunung Rotan;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110111;Labuhan Haji Timur;1101112009;Keumumu Hilir;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110111;Labuhan Haji Timur;1101112010;Keumumu Hulu;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110111;Labuhan Haji Timur;1101112011;Keumumu Seberang;2024;Laki-laki;2;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110111;Labuhan Haji Timur;1101112012;Sawang Indah;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110112;Labuhan Haji Barat;1101122001;Tutong;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110112;Labuhan Haji Barat;1101122002;Teungoh Iboh;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110112;Labuhan Haji Barat;1101122003;Peulokan;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110112;Labuhan Haji Barat;1101122004;Kuta Iboh;2024;Laki-laki;1;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110112;Labuhan Haji Barat;1101122005;Ujung Padang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110112;Labuhan Haji Barat;1101122006;Blang Baru;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110112;Labuhan Haji Barat;1101122007;Blang Poroh;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110112;Labuhan Haji Barat;1101122008;Pulo  Ie;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110112;Labuhan Haji Barat;1101122009;Suak Lokan;2024;Laki-laki;6;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110112;Labuhan Haji Barat;1101122010;Iku Lhueng;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110112;Labuhan Haji Barat;1101122011;Kuta Trieng;2024;Laki-laki;5;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110112;Labuhan Haji Barat;1101122012;Pante Geulima;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110112;Labuhan Haji Barat;1101122013;Panton Pawoh;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110112;Labuhan Haji Barat;1101122014;Batee Meucanang;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110112;Labuhan Haji Barat;1101122015;Panton Rubek;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110113;Kluet Tengah;1101132001;Koto;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110113;Kluet Tengah;1101132002;Alur Keujrun;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110113;Kluet Tengah;1101132003;Jambo Papan;2024;Laki-laki;0;Jiwa
11;Aceh;1101;Kabupaten Aceh Selatan;110113;Kluet Tengah;1101132004;Malaka;2024;Laki-laki;0;Jiwa
